osm_type,osm_id,name,lat,lon,leisure,golf,operator,website,phone,email,addr_street,addr_city,addr_county,addr_postcode,is_in
way,445051101,The Hobson Golf Club,54.8994124,-1.7228154,golf_course,,,https://www.thehobsongolfclub.co.uk/,+44 1207 270941,,,Newcastle upon Tyne,,NE16 6BZ,
way,166257450,The Honourable Company of Edinburgh Golfers,56.0419685,-2.8206177,,clubhouse,,https://www.muirfield.org.uk/,+44 1620 842123,,Duncur Road,Muirfield,,EH31 2EG,
way,1443340912,The Inspiration Club,51.5440145,-0.4070514,golf_course,,,https://theinspirationclub.co.uk/,,,,,,,
way,213215473,The Kames Golf Club (Mouse Valley),55.698563,-3.7055065,golf_course,,info@kames-golf-club.com,http://www.kames-golf-club.com/html/,+44 1555 870015,,,Lanark,,ML11 8NR,
way,740844423,The Kendleshire,51.5113027,-2.4696824,,clubhouse,,,,,,Bristol,,BS36 2XG,
relation,3997265,The Kidderminster Golf Club,52.3767595,-2.234536,golf_course,,,https://www.thekidderminstergolfclub.com/,+44 1562 740 090;+44 1562 822 303,,Russell Road,Kidderminster,,DY10 3HT,
relation,18209240,The Leatherhead Club,51.3218093,-0.3354987,golf_course,,,,,,,,,,
way,250941235,The Lincolnshire Golf Course,53.5824995,-0.8268202,golf_course,,,http://www.lincolnshiregolfcourse.co.uk/,+44 1724 711619,enquiries@lincolnshiregolfcourse.co.uk,,Scunthorpe,,DN17 4BU,
way,92277839,The London Beach Golf Club,51.0918418,0.6830811,golf_course,,,http://www.londonbeachgolfclub.co.uk/,+44 158 076 6279,enquiries@londonbeach.com,Ashford Road,Tenterden,,TN30 6HX,
way,24783296,The Lottbridge Golf Club,50.7908563,0.287275,golf_course,,,,+44 1323520400,,Lottbridge Drove,Eastbourne,,BN23 6QJ,
way,1018772807,The Machrie,55.6643758,-6.2558669,golf_course,,,https://islaygolfclub.co.uk/,,,,,,,
way,417722024,The Manor Golf Club Ltd,52.8666012,-1.9332326,golf_course,,,,,,Leese Hill,,,ST14 8QT,
way,385423551,The Manor House & Golf Course,54.9502411,-6.5467042,golf_course,,,,,,Bridge Street,Kilrea,,BT51 5RR,
way,92905481,The Manor House Golf Club,51.4994841,-2.2359382,golf_course,,,http://www.manorhousegolf.co.uk/,+44 1249 783101,enquiries@manorhousegolf.co.uk,,Castle Combe,,SN14 7JW,
way,164299132,The Manor of Groves Golf Clubhouse,51.8134648,0.1159908,,clubhouse,,,,,,,,,
relation,3883350,The Manor of Groves Golf Course,51.8127842,0.1148774,golf_course,,,https://www.manorofgroves.com/,+44 1279 600 777,info@manorofgroves.co.uk,,Sawbridgeworth,,CM21 0JU,
way,204646780,The Mark Butler Golf Academy (Sedgley Golf Centre),52.5307407,-2.1366225,golf_course,,,http://www.themarkbutlergolfacademy.co.uk/,+44 1902 880503,,Sandyfields Road,Dudley,,DY3 3DL,
way,23256944,The Mendip Golf Club,51.2216143,-2.5517167,golf_course,,,,,,,,,,
way,171272304,The Mendip Golf Club,51.2229775,-2.5439744,,clubhouse,,https://www.mendipgolfclub.com/,,,,,,BA3 4UT,
node,12782615561,The Mill,51.3150275,-0.4857574,golf_course,,Wisley Golf Club,,,,,,,,
way,83535060,The Millbrook Golf Club,52.0330809,-0.5349043,golf_course,,,https://www.themillbrook.com/,+44 1525 402269;+44 1525 840252,,Sandhill Close,Millbrook,,MK45 2JB,
way,1432241027,The Montgomery,56.2097799,-3.4128147,golf_course,,Kinross Golf Club,,,,Beeches Park,Kinross,,KY13 8EU,
node,783442816,The National Golf Centre (Woodhall Spa),53.1551903,-0.2057584,golf_course,,,https://www.woodhallspagolf.com/,+44 1526 352511,booking@woodhallspagolf.com,The Broadway,Woodhall Spa,,LN10 6PU,
way,1481665082,The National Golf Centre (Woodhall Spa),53.1608489,-0.1943209,golf_course,,,https://www.woodhallspagolf.com/,,,,Woodhall Spa,,LN10 6PU,
way,1459805269,The Nestie,56.4953445,-2.7171176,golf_course,,Carnoustie Golf Links,,,,,,,,
way,263959967,The New Golf Club,56.3426942,-2.8054721,,clubhouse,,https://www.newgolfclubstandrews.co.uk/,+44 1334 473426,admin@thenewgc.com,Gibson Place,St Andrews,,KY16 9JE,
way,7991310,The Nine of Herts,51.6221621,-0.4544341,golf_course,,,https://www.9ofherts.co.uk/,+44 1923 848636,9ofH@crown-golf.co.uk,London Road,Rickmansworth,,WD3 1JS,
way,44698834,The North Berwick Golf Club,56.0597721,-2.7464812,golf_course,,,https://www.northberwickgolfclub.com/,+44 1620 895040,secretary@northberwickgolfclub.com,Beach Road,North Berwick,,EH39 4BB,
way,31454906,The Nottinghamshire Golf & Country Club,52.9277929,-1.0610791,golf_course,,,,,,Main Road,Nottingham,,NG12 3HB,
way,337796608,The Oaks Golf Club,53.8322933,-0.9042912,golf_course,,,http://www.theoaksgolfclub.co.uk/,+44 1757 288 577,,,,,,
relation,6598003,The Old Course - Portstewart Golf Club,55.1905802,-6.7038489,golf_course,,Portstewart Golf Club,,,,,,,,
relation,19510844,The Old Nene Golf & Country Club,52.4686294,-0.1050438,golf_course,,Kingsmere,https://www.theoldnene.co.uk,,,,,,,
way,129119853,The Orchards Holiday Village Golf Course,51.7988878,1.0453793,golf_course,,Haven,https://www.haven.com/parks/essex/the-orchards/index.aspx,+44 1255 820 651,,St Osyth,Clacton-on-Sea,,CO16 8LJ,
way,44280375,The Parc Golf Club,51.5458768,-3.0521536,golf_course,,,https://parcgolfclub.com/contact-us/,+44 1633 680 933,parc.golf@hotmail.com,Church Lane,Newport,,NP10 8TU,
way,954901635,The Park,53.4342231,-2.7357219,,clubhouse,,,,,,,,,
way,166935844,The Park Course,50.8690029,-0.7414914,golf_course,,,,,,,,,,
way,180430074,The Pastures Golf Club,52.8961094,-1.5527718,golf_course,,,https://pasturesgolfclub.co.uk/,,,Merlin Way,Derby,,DE3 0UJ,
way,590582749,The Pine Lodge Golf Centre,57.252587,-2.4164232,golf_course,,,,,,,,,,
relation,3359697,The Pines Golf Centre,55.0831931,-3.5809144,golf_course,,admin@pinesgolf.com,http://www.pinesgolf.com/,+44 1387 247444,,Lockerbie Road,Dumfries,,DG1 3PF,
way,601828399,The Players Club,51.5117464,-2.3772928,golf_course,,,https://www.theplayersgolfclub.com/,,,,,,,
way,229268912,The Range Woodfarm,52.6321501,-2.0305626,golf_course,driving_range,,,,,,,,,
way,103426735,The Rayleigh Club,51.6096774,0.6152569,golf_course,,,,,,Hullbridge Road,,,SS6 9QS,
way,161230026,The Renaissance Club,56.0541685,-2.8074074,golf_course,,,https://trcaa.com/,+44 1620 850 901,membership@trcaa.com,Cowden Hill Drive,Dirleton,,EH39 5HS,
way,4795273,The Richmond Golf Club,51.4387742,-0.298691,golf_course,,,https://www.therichmondgolfclub.com/,,,,Richmond,,TW10 7AS,
way,94361166,The Ridge Golf Club,51.2188679,0.6172808,golf_course,,,https://www.theridgegolfclub.co.uk/,+44 1622 844382,,Chartway Street,Sutton Valence,,ME17 3JB,
relation,14209060,The Rolls of Monmouth Golf Club,51.8212953,-2.7843143,golf_course,,,https://www.therollsgolfclub.co.uk/,,,,Monmouth,,NP25 5HT,
way,1147638655,The Royal and Ancient Golf Club of St Andrews,56.3435687,-2.8023836,,clubhouse,The R&A,https://www.randagc.org/,+44 1334 460079,,Golf Place,St Andrews,,KY16 9JD,
way,6136684,The Royal Burgess Golfing Society of Edinburgh,55.9650306,-3.2993219,golf_course,,,https://www.royalburgess.co.uk/,+44 131 317 9440,,Whitehouse Road,Edinburgh,,EH4 6BU,
way,404538527,The Royal Burgess Golfing Society of Edinburgh,55.9621916,-3.3058248,,clubhouse,,,+44 131 339 2075,enquiries@royalburgess.co.uk,Whitehouse Road,Edinburgh,,EH4 6BU,
way,33825067,The Royal Eastbourne Golf Club,50.7646333,0.2614321,golf_course,,,https://www.regc.co.uk/,+44 1323 744045,,Paradise Drive,Eastbourne,,BN20 8BP,
way,24494194,The Royal St. George's Golf Club,51.2759028,1.3750288,golf_course,,,,,,,,,,
way,8044592,The Shire London,51.6658146,-0.2161488,golf_course,,,https://theshirelondon.com/,+44 20 8441 7649,golf@theshirelondon.com,St Albans Road,,,EN5 4RE,
way,197139095,The South Buckinghamshire Golf Course,51.5441119,-0.6026328,golf_course,,,https://www.thesouthbuckinghamshire.co.uk/,+44 1753 643332,,Park Road,Slough,,SL2 4PJ,
way,129109143,The South Staffordshire Golf Club,52.6073062,-2.169397,golf_course,,,https://www.southstaffordshiregolfclub.co.uk/,+44 1902 751065,,Danescourt Road,Wolverhampton,,WV6 9BQ,
way,30720724,The Springs Golf Club,51.576502,-1.1189222,golf_course,,,http://www.thespringshotel.com/golf/,+44 1491 827310,,Wallingford Road,North Stoke,,OX10 6BE,
way,1429535364,The St Rule Club,56.3426627,-2.8033337,,clubhouse,,https://www.thestruleclub.co.uk/,+44 1334 472988,admin@thestruleclub.co.uk,The Links,St Andrews,,KY16 9JB,
way,298904954,The Strand - Portstewart Golf Club,55.1675907,-6.7324055,golf_course,,Portstewart Golf Club,,,,,,,,
way,93921622,The Suffolk Golf & Spa Hotel,52.272546,0.7014782,golf_course,,,https://www.bespokehotels.com/suffolkgolfspahotel/,+44 843 178 7171,,The Street,Bury St Edmunds,,IP28 6JQ,
way,166505778,The Toft Country House Hotel and Golf Club,52.7389861,-0.4149177,golf_course,,,https://www.tofthotelgolf.co.uk/golf/,+44 1778 590616;+44 1778 590614,,Toft,Bourne,,PE10 0JT,
way,1472491190,The Tower Course,50.7964861,-0.7789591,golf_course,,Chichester Golf Club,https://chichestergolf.com/the-tower-course/,,,,,,,
way,1425429978,The Twenty Ten Course,51.6208883,-2.9225851,golf_course,,Celtic Manor Resort,https://www.celtic-manor.com/golf-courses/the-twenty-ten/,,,Bulmore Road,Newport,,NP18 1LZ,
relation,8880581,The Vale Golf and Country Club,52.1508135,-1.9927616,golf_course,,,,,,,,,,
way,151596337,The Village Golf Course,53.8766538,-1.4839502,golf_course,,,https://brandonandthevillagegolfcourses.co.uk/,+44 113 273 7471;+44 7759 012364,,,,,,
way,157403879,The Warren Golf Club,51.7297047,0.6060625,golf_course,,,,,,,,,,
way,94361157,The Weald of Kent Golf Course,51.1914495,0.6083433,golf_course,,,https://www.weald-of-kent.co.uk/,+44 1622 891671,,Maidstone Road,Headcorn,,TN27 9PT,
way,1378307633,The Wee course,55.6631374,-6.2539529,golf_course,rough,,https://another.place/the-machrie/golf/the-wee-course,,,,,,,
way,1486318701,The Wee Course,56.5716573,-3.3423571,golf_course,,,,,,,,,,
way,114614223,The Welcombe Golf Club,52.2049957,-1.6911106,golf_course,,,,,,,,,,
way,96444868,The West Berkshire Golf Club,51.4817967,-1.419966,golf_course,,,https://www.thewbgc.co.uk/,+44 1488 638574,,,Chaddleworth,,RG20 7DU,
way,122403613,The West Kilbride Golf Club,55.6923994,-4.8794426,golf_course,,,https://www.westkilbridegolfclub.com/,+44 1294 823 911,,Fullerton Drive,West Kilbride,,KA23 9HT,
way,25720491,The West Lancashire Golf Club,53.5042119,-3.0559385,golf_course,,,https://www.westlancashiregolf.co.uk/,,,Hall Road West,Liverpool,,L23 8SZ,
relation,3346226,The Westerwood Hotel & Golf Resort,55.9712552,-3.9913483,golf_course,,,https://www.qhotels.co.uk/our-locations/the-westerwood-hotel-golf-resort/golf/,+44 1236 457 171,,St Andrews Drive,,,G68 0EW,
way,172109992,The Wisley,51.3189038,-0.4820813,golf_course,,,https://www.thewisley.com,+44 1483 211022,,,Ripley,,GU23 6QU,
relation,18998205,The Wisley Golf Club,51.3189009,-0.4823741,,clubhouse,,,,,Mill Lane,Ockham,,GU23 6QU,
way,5059697,The Woldingham Golf Club,51.3003835,-0.0475555,golf_course,,,,,,,,,,
way,41534123,The Wrekin Golf Club,52.6839498,-2.5228574,golf_course,,,,,,,,,,
way,169716593,The Wychwood Golf Club,51.8829008,-1.6049686,golf_course,,,https://www.thewychwood.com/,,,,,,OX7 6QQ,
way,124970557,Theale Golf Club,51.445702,-1.0790811,golf_course,,,,,,,,,,
way,111499653,Thetford Golf Club,52.4185548,0.7135235,golf_course,,,https://www.thetfordgolfclub.co.uk/,,,Brandon Road,Thetford,,IP24 3NE,
way,21130465,Theydon Bois Golf Club,51.6798399,0.0937265,golf_course,,,,,,,,,,
way,159658568,Thirsk & Northallerton Golf Club,54.2575633,-1.3616915,golf_course,,,https://www.tngc.co.uk/,,,,,,,
way,491594467,Thorn Park Golf Centre,50.6976711,-3.2031313,golf_course,,,,,,,,,,
way,23109560,Thornbury Golf Centre,51.5988426,-2.5372467,golf_course,,,https://www.thornburygc.co.uk/,+44 1454281144,,Bristol Road,Thornbury,,BS35 3XL,
way,128679377,Thorndon Park Golf Club,51.5959481,0.34113,golf_course,,,,,,,,,,
way,112325928,Thorne Golf Club,53.6062153,-0.9753023,golf_course,,,https://www.thornegolf.co.uk/,+44 1405 812084,,Kirton Lane,Doncaster,,DN8 5RJ,
way,395802679,Thorney Golf Centre,52.6367155,-0.0955838,golf_course,,,,,,,,,,
way,395802680,Thorney Lakes Golf Course,52.6321279,-0.0870766,golf_course,,,,,,,,,,
way,1493539680,Thorney Park Golf Club,51.506327,-0.4934834,golf_course,,,,,,,,,,
relation,3765686,Thornhill Golf Course,55.2441006,-3.7473789,golf_course,,,https://www.thornhillgolfclub.co.uk/,,,,,,,
way,305159835,Thornhurst Manor Golf Course,53.585736,-1.1448,golf_course,,,https://www.thornhurstmanor.co.uk/golf-club.html,+44 1302 337799,,Holme Lane,Doncaster,,DN5 0LR,
way,129216785,Thornton Golf Club,56.1672842,-3.1259273,golf_course,,,https://www.thorntongolfclub.co.uk/,+44 1592 771111,enquiries@thorntongolfclub.co.uk,Station Road,Thornton,,KY1 4DW,
way,149715001,Thorpe Hall Golf Course,51.5344749,0.7506511,golf_course,,,,,,,,,,
way,367086948,Thorpe Wood Golf Course,52.5639757,-0.2897448,golf_course,,Nene Park Golf,http://neneparkgolf.com/,+44 1733 267701,,,Peterborough,,PE3 6SE,
relation,3990165,Thorpeness Hotel & Golf Club,52.1885138,1.6035327,golf_course,,,https://www.thorpeness.co.uk/,+44 1728 454926,proshop@thorpeness.co.uk,,Leiston,,IP16 4NH,
relation,3883357,Three Hammers Golf Complex,52.6505998,-2.1276866,golf_course,,,https://www.3hammers.co.uk/,+44 1902 790428,info@3hammers.co.uk,Old Stafford Road,Wolverhampton,,WV10 7PP,
way,132047203,Three Lakes Golf Course,51.8241247,-0.0577278,golf_course,,,https://threelakespar3.co.uk/,,,,Ware,,,
way,243813805,Three Locks Golf Club,51.9507332,-0.6994344,golf_course,,,,,,,,,,
way,160284665,Three Rivers Golf & Country Club,51.6657585,0.6608735,golf_course,,,https://www.threeriversclub.com/,+44 1621 829781;+44 1621 828631,info@threeriversclub.com,Stow Road,Cold Norton,,CM3 6RR,
way,300988134,Thurlestone Golf Club,50.2659154,-3.8619853,,clubhouse,,,,,,,,TQ7 3NZ,
way,39497760,Thurlestone Golf Course,50.2693468,-3.8697772,golf_course,,,,,,,,,,
way,39391269,Thurlestone Hotel Golf Course,50.27014,-3.8605127,golf_course,,,,,,,,,,
way,579812238,Thurso Golf Club,58.5826497,-3.5523179,golf_course,,Thurso Golf Club,https://thursogolfclub.co.uk/,,,,Thurso,,,
way,678850990,Tickenham Golf Club,51.4467769,-2.7806675,golf_course,,,http://www.tickenhamgolf.co.uk/,+44 1275 856626,play@tickenhamgolf.co.uk,Clevedon Road,Clevedon,,BS21 6RY,
relation,17343354,Tidbury Green Golf Course,52.3859699,-1.855513,golf_course,,,,,,,,,,
way,372436977,Tidworth Garrison Golf Club,51.2298133,-1.6918472,golf_course,,,https://www.tidworthgolfclub.co.uk/,,,,,,SP9 7AF,
way,20042199,Tilgate Forest Golf Centre,51.0974303,-0.1669171,golf_course,,,https://www.glendalegolf.co.uk/Tilgate-Forest-Golf-Centre,+44 1293 530103,tilgolfshop03@glendalegolf.co.uk,Titmus Drive,Crawley,,RH10 5EU,
way,277216078,Tillicoultry Golf Club,56.1554622,-3.7561056,golf_course,,,https://www.tillicoultrygolfclub.com/,,,,,,,
way,931725437,Tillicoultry Golf Club,56.1545581,-3.7507978,,clubhouse,,,,,,,,FK13 6BL,
way,29421238,Tilsworth Golf Course,51.9144329,-0.5728373,golf_course,,,,,,,,,,
way,884332517,Tinsley Park Golf Course and Wood,53.3887511,-1.3917639,golf_course,,,,,,,,,,
way,27864854,Tiverton Golf Club,50.9134432,-3.4346645,golf_course,,,,,,,,,,
way,112337837,Tiverton Golf Club,50.9106485,-3.4387569,,clubhouse,,,,,,,,,
way,145320824,Tobermore Golf Centre,54.8168132,-6.6962259,golf_course,,,https://www.midulstercouncil.org/tobermoregolf,,,,,,,
way,986424724,Tobermory Golf Club,56.6289294,-6.0642467,golf_course,,,https://www.tobermorygolfclub.com/,,,,,,,
way,130460458,Todmorden Golf Club,53.7236647,-2.0868659,golf_course,,,https://todmordengolfclub.co.uk/,,,,,,,
way,83499726,Tonbridge Golf Centre,51.2000372,0.2876483,golf_course,,,,,,,,,,
way,147290433,Toot Hill Golf Course,51.6931364,0.1903662,golf_course,,,,,,,,,,
way,23608856,Top Meadow,51.5411545,0.3124113,golf_course,,,,,,,,,,
way,161997874,TopGolf Surrey,51.3577269,-0.4910631,golf_course,,TopGolf,,,,Moated Farm Drive,Addlestone,,KT15 2DW,
way,90939505,Torphins Golf Club,57.1124765,-2.6306891,golf_course,,,https://www.torphinsgolfclub.co.uk/,,,,,,,
way,90939508,Torphins Golf Club,57.1138625,-2.6344512,,clubhouse,,,,,Bog Road,,,AB31 4JU,
way,26280801,Torquay Golf Club,50.4892057,-3.5220986,golf_course,,,,,,,,,,
way,198929514,Torquay Golf Club Clubhouse,50.4855729,-3.5214614,,clubhouse,,,,,,,,,
way,1457764231,Torrance Course,56.32156,-2.7314506,golf_course,,Fairmont St Andrews,https://www.standrewsbay.com/,+44 1334 837023,,Crail road,St Andrews,,KY16 8PN,
way,25303659,Torrance House Golf Club,55.7435854,-4.1493578,golf_course,,,https://torrancehousegc.co.uk/,,,,,,,
relation,3346201,Torrance Park Golf Course (closed),55.8227627,-3.9463505,golf_course,,,https://www.torranceparkgolf.co.uk/,+44 1698 735 160,enquiries@torranceparkgolf.co.uk,Legbrannock Road,Motherwell,,ML1 5SZ,
relation,7687134,Torwoodlee Golf Course,55.6362389,-2.8370391,golf_course,,,https://www.torwoodleegolfclub.co.uk/,,,,,,,
relation,9336141,Tournerbury Golf Course,50.7979392,-0.9657474,golf_course,,,http://www.tournerburygolfcentre.com/,+44 23 9246 2266,,,,,,
node,8558388765,Tower Course,52.9735365,-1.4084701,golf_course,,,,,,,,,,
way,362534414,Towerland Golf Course (closed),51.8963935,0.5387,golf_course,,,,,,,,,,
way,128852665,Town Meadow Golf Course,51.2441065,-1.2691399,golf_course,,,http://www.townmeadowgolf.co.uk/,,,,,,,
way,13856940,Town Moor Golf Course,53.5203801,-1.0962298,golf_course,,,https://dtmgc.co.uk/,,,,,,,
relation,3892330,Towneley Golf Club,53.7779281,-2.2266552,golf_course,,,https://www.towneleygolfclub.co.uk/,+44 1282 438473,secretary@towneleygolfclub.co.uk,Todmorden Road,Burnley,,BB11 3ED,
way,168615373,Towneley Park 9 Hole Golf Course (Brunshaw Golf Course),53.7812656,-2.2124548,golf_course,,,https://www.burnley.gov.uk/residents/parks-open-spaces/golf-courses,+44 1282 438473;+44 1282 421517,,Deerpark Road,Burnley,,,
way,102016757,Tracy Park Golf & Country Park,51.443961,-2.4110457,golf_course,,,,,,,,,,
way,166724628,Trafford Golf Centre,53.4670624,-2.358712,golf_course,,,https://traffordgolfcentre.co.uk/,,,,,,,
way,1030998488,Traigh Golf Course,56.9398634,-5.853712,,clubhouse,,,,,,,,,
way,265635937,Traigh Golf Course,56.9419635,-5.8540629,golf_course,,,https://www.traighgolf.co.uk/,+44 1687 450 337,,,Arisaig,,PH39 4NT,
way,1229181551,Tredegar and Rhymney Golf Course,51.749854,-3.2660886,golf_course,,,,,,,,,,
way,44280615,Tredegar Park Golf Club,51.5988944,-3.0272043,golf_course,,,,,,,,,,
relation,19102126,Trefloyne Park Golf Club,51.6671168,-4.7413146,golf_course,,,,,,,,,,
relation,4033976,Tregenna Castle Resort,50.2041861,-5.4790786,golf_course,,Tregenna Castle Resort,https://www.tregenna-castle.co.uk/businessandleisure/golf/,+44 1736 795254,,Trelyon Avenue,St Ives,,TR26 2DE,
way,830310928,Treloy Golf Club,50.4251298,-5.0170066,golf_course,,,https://www.treloygolfclub.co.uk/,,,,,,,
relation,4525219,Trent Lock Golf Centre,52.8779152,-1.2830439,golf_course,,,http://www.trentlock.co.uk/,,,,,,,
way,3810529,Trent Park Golf Course,51.6531621,-0.1316881,golf_course,,,,,,,,,,
way,696523831,Trentham Golf Club,52.9603547,-2.1878626,golf_course,,Trentham Golf Club,,,,Barlaston Old Road,,,ST4 8HB,
way,239459799,Trentham Park Golf Course,52.9690301,-2.215534,golf_course,,,,,,,,,,
way,305340031,Trethorne Golf Club,50.6266614,-4.4265789,golf_course,,,https://trethornegolfclub.com/,,,,,,,
way,220526489,Trevose Golf & Country Club,50.5374828,-5.0165633,golf_course,,,https://www.trevose-gc.co.uk/,+44 1841 520208,,,Padstow,,PL28 8JB,
relation,3362918,Troon Darley,55.5516942,-4.6472833,golf_course,,,https://www.golfsouthayrshire.com/courses/7/troon-darley,+44 1292 312 464,,,,,,
relation,3362923,Troon Fullarton,55.5393333,-4.6426305,golf_course,,,https://www.golfsouthayrshire.com/courses/8/troon-fullarton,+44 1292 312 464,,,,,,
way,120581548,Troon Ladies Golf Clubhouse,55.5304813,-4.6470493,,clubhouse,,,,,,Troon,,KA10 6HE,
relation,3339559,Troon Lochgreen,55.5362249,-4.6395457,golf_course,,,https://www.golfsouthayrshire.com/courses/6/troon-lochgreen,+44 1292 312 464,,,,,,
way,114403632,Truro Golf Club,50.2665387,-5.0857626,golf_course,,,,,,,,,,
way,114403629,Truro Golf Club House,50.2640066,-5.0882156,,clubhouse,,,,,,,,,
way,94420394,Tudor Park Country Club,51.2620354,0.5891547,golf_course,,,https://www.marriott.co.uk/hotels/hotel-information/golf-courses/tdmgs-tudor-park-a-marriott-hotel-and-country-club/,+44 1622 734 334,,Ashford Road,Bearsted,,ME14 4NQ,
way,93402639,Tulliallan Golf Club,56.0830314,-3.7149205,golf_course,,,https://www.tulliallangolf.co.uk/,+44 1259 730 396,tulliallangolf@btconnect.com,Alloa Road,Kincardine on Forth,,FK10 4BB,
way,93459881,Tulliallan Golf Club,56.0771797,-3.7196586,,clubhouse,,,,,,Alloa,,FK10 4BB,
way,94713790,Tunbridge Wells Golf Club,51.1338889,0.243794,golf_course,,,,,,,,,,
way,521652475,Tunshill Golf Club,53.6120703,-2.0936734,golf_course,,,,,,,,,,
way,521652476,Tunshill Golf Club,53.6142667,-2.091842,golf_course,,,,,,,,,,
way,1172589096,Tunshill Golf Club,53.6142107,-2.0899139,,clubhouse,,https://tunshillgolfclub.co.uk,+44 1706 342095,,Tunshill Lane,Rochdale,,OL16 3TS,
way,46421398,Turnberry,55.3219191,-4.8361435,golf_course,,,https://www.turnberry.co.uk/,,,,,,,
way,30780978,Turnhouse Golf Club,55.9525872,-3.333826,golf_course,,,https://www.turnhousegolfclub.com/,+44 131 339 1014,,Turnhouse Road,Edinburgh,,EH12 0AD,
way,260949206,Turnhouse Golf Club,55.9502119,-3.3354456,,clubhouse,,https://www.turnhousegolfclub.com/,+44 1313 391014,generalmanager@turnhousegc.com,Turnhouse Road,Edinburgh,,EH12 0AD,
way,888216717,Turriff Golf Club,57.5377995,-2.4810014,golf_course,,,https://www.turriffgolfclub.com/,,,,,,,
way,62217242,Turton Golf Course,53.6279119,-2.4202361,golf_course,,,,,,,,,,
way,21389681,Twisted Stone Golf Course,51.3263736,-0.4971134,golf_course,,,https://www.twistedstonegc.com/,,,,,,,
way,108686549,Tycroes Golf Range,51.765912,-4.0532873,golf_course,,,,,,,,,,
way,51698757,Tydd St Giles Golf Course,52.7319308,0.1224916,golf_course,,,http://www.pureleisuregroup.com/parks/tydd-st-giles/golf,+44 1945 871 007,,Kirkgate,Wisbech,,PE13 5NZ,
way,232334406,Tyddyn Mawr Golf Club,53.152274,-4.1958122,golf_course,,,,,,,,,,
relation,5997808,Tylney Park Golf Club,51.295393,-0.9926171,golf_course,,,,,,,,,,
way,8591168,Tylney Park Golf Club,51.2952432,-0.9799843,golf_course,,,,,,,,,,
way,59660493,Tynedale Golf Cub,54.9790779,-2.1070079,golf_course,,,http://www.tynedalegolfclub.co.uk/,+44 1434 608154,secretary@tynedalegolfclub.co.uk,Tyne Green,Hexham,,NE46 3HQ,
way,27384811,Tynemouth Golf Club,55.0206998,-1.4418667,golf_course,,,http://www.tynemouthgolfclub.co.uk,+44 191 257 3381,,King Edward Road,North Shields,,NE30 2ER,
way,28867354,Tyneside Golf Club,54.9780625,-1.777402,golf_course,,,https://www.tynesidegolfclub.co.uk,+44 191 413 2742,,Westfield Lane,Ryton,,,
way,21850343,Tyrrells Wood Golf Course,51.2815868,-0.29725,golf_course,,,,,,,,,,
way,28383477,Tytherington Golf Club,53.2822321,-2.1360545,golf_course,,,,,,,,,,
way,28989294,Ufford Park Golf Course,52.1155809,1.3456165,golf_course,,,https://www.uffordpark.co.uk/,+44 1394 383555,reception@uffordpark.co.uk,Yarmouth Road,Woodbridge,,IP12 1QW,
way,1148794737,Uig Lodge golf course,58.1881348,-7.0146121,golf_course,,,https://www.uiglodge.co.uk/,,,,,,,
way,215302777,Ullapool Golf Club,57.9040262,-5.1710211,golf_course,,,https://www.ullapoolgolfclub.co.uk/,,,,,,,
way,248534154,Ullenwood Manor Golf Course,51.8475823,-2.0835698,golf_course,,,https://www.stargolfsoc.com/,+44 1242 527 631,,,Cheltenham,,GL53 9QU,
way,218637056,Ulverston Golf Club,54.168441,-3.0791835,golf_course,,,https://www.ulverstongolf.co.uk/,+44 1229 582824,,,Ulverston,,LA12 9QJ,
way,218637054,Ulverston Golf Club Clubhouse,54.1688788,-3.0737827,,clubhouse,,,,,,,,,
node,12413173742,Unique Indoor Golf,52.5827081,-1.5536484,golf_course,,,https://www.uniqueindoorgolf.co.uk/,,,Abeles Way,Atherstone,,CV9 2QX,
relation,2882420,University of Stirling - Airthrey Golf Club,56.1477282,-3.9120497,golf_course,,sports.development@stir.ac.uk,https://www.stir.ac.uk/sports-centre/facilities/golf/,+44 1786 466 908,,,,,,
way,403245677,Upavon Golf Club,51.2967463,-1.7839085,golf_course,,,https://www.upavongolfclub.co.uk/,,,,,,SN9 6BQ,
way,244589931,Upchurch River Valley North Course,51.3708125,0.6356366,golf_course,,,https://www.rivervalleygolf.co.uk/golf.html,+44 1634 379592,,,,,,
way,244589932,Upchurch River Valley South Course,51.3632954,0.6342862,golf_course,,,https://www.rivervalleygolf.co.uk/golf.html,+44 1634 379592,,,,,,
way,244589933,Upchurch River Valley West Course,51.3676705,0.6348436,golf_course,,,https://www.rivervalleygolf.co.uk/golf.html,+44 1634 379592,,,,,,
way,1388795463,Uphall Golf Club,55.9272646,-3.5186571,,clubhouse,,https://www.uphallgolfclub.com/,,,A899,Uphall,West Lothian,EH52 6JT,
way,53803640,Uphall Golf Course,55.9253104,-3.5172869,golf_course,,,https://www.uphallgolfclub.com/,+44 1506 856 404,uphallgolfclub@btconnect.com,,Uphall,,EH52 6JT,
relation,18079483,Upminster Golf and Bowling Club,51.5652022,0.2504003,golf_course,,,,,,,,,,
relation,3998429,Upton-by-Chester Golf Club,53.2138323,-2.8896289,golf_course,,,https://www.uptongolf.co.uk/,+44 1244 381183,,Upton Lane,Chester,,CH2 1EE,
way,51414071,Uttoxeter Golf Course,52.8876714,-1.8433867,golf_course,,,,,,,,,,
