Group,Name,Code,Price,Pack,QuantityPerPack,WeightPerItem,Unit,Page
"DAIRY, EGGS",Liquid Egg Yolk,4187,9.95,1ltr,1,1.0,ltr,1
"DAIRY, EGGS",Duck Eggs,4159,11.75,1x20,20,,,1
"DAIRY, EGGS",Egg White,8724,3.53,1kg,1,1.0,kg,1
"DAIRY, EGGS",Quail Eggs,4163,3.7,1x12,12,,,1
"DAIRY, MILK",Milk Semi (Green Label),4011,1.49,2 ltr,1,2.0,ltr,1
"DAIRY, MILK",Milk Pasteurised (Blue Label),4012,1.52,2ltr,1,2.0,ltr,1
"DAIRY, MILK",Milk Skimmed (Red Label),4000,1.92,2ltr,1,2.0,ltr,1
"DAIRY, MILK",Oat Milk Unsweetened,4201,2.99,1ltr,1,1.0,ltr,1
"DAIRY, MILK",Soya Milk,4076,1.92,1ltr,1,1.0,ltr,1
"DAIRY, MILK",Butter Milk,4074,1.68,500ml,1,500.0,ml,1
"DAIRY, MILK",Milk Semi Skimmed,4026,0.72,,,,,1
"DAIRY, MILK",UHT Long Life Double Cream,1749,48.05,12 x1ltr,12,1.0,ltr,1
"DAIRY, MILK",Pergall Semi Skimmed,4001,12.5,13.6Ltr,1,13.6,Ltr,1
"DAIRY, MILK",Milk Pasteurised,4027,7.44,x 10,,,,1
"DAIRY, MILK",Milk Jiggers,4041,6.95,1x120,120,,,1
"DAIRY, MILK",Almond Milk,4018,5.75,1ltr,1,1.0,ltr,1
"DAIRY, MILK",Milk - Skimmed,4010,0.72,,,,,1
"DAIRY, MILK",Pergall Pasteurised,4002,12.5,13.6Ltr,1,13.6,Ltr,1
"DAIRY, MILK",Milk Semi Skimmed (Tetra),4006,0.33,,,,,1
"DAIRY, CREAM",Double Cream,4056,7.45,,,,,1
"DAIRY, CREAM",Whipping Cream,4051,6.95,,,,,1
"DAIRY, CREAM",Clotted Cream,4050,16.95,1kg,1,1.0,kg,1
"DAIRY, CREAM",Aerosol Cream,4075,5.5,500ml,1,500.0,ml,1
"DAIRY, CREAM",Creme Fraiche,4136,9.4,2kg,1,2.0,kg,1
"DAIRY, CREAM",Sour Cream (Set),4085,7.95,2kg,1,2.0,kg,1
"DAIRY, CREAM",Flora Professional Plant Based Cream,593,6.19,1ltr,1,1.0,ltr,1
"DAIRY, CREAM",Single Cream,4066,6.15,,,,,1
"DAIRY, SUNDRIES",Pergall Machine Hire,4003,1.0,,,,,1
"DAIRY, BUTTER & MARGARINE",Butter Salted,4101,89.0,x 40,,,,1
"DAIRY, BUTTER & MARGARINE",Butter Unsalted,4023,89.0,x 40,,,,1
"DAIRY, BUTTER & MARGARINE",Butter Portions,4106,8.94,1 x100,100,,,1
"DAIRY, BUTTER & MARGARINE",Margarine 2kg,4111,43.8,2kg,1,2.0,kg,1
"DAIRY, BUTTER & MARGARINE",Netherend Butter Portions,4022,25.0,100x10g,100,10.0,g,1
"DAIRY, BUTTER & MARGARINE",Kerrymaid Lard -,4109,29.98,x40,,,,1
"DAIRY, YOGURTS",Greek Style Yoghurt,4143,4.25,1kg,1,1.0,kg,1
"DAIRY, YOGURTS",Yoghurt Mixed Fruit,4134,7.2,12x125g,12,125.0,g,1
"DAIRY, YOGURTS",Golden Acre Low Fat Yoghurts,4168,9.0,20x100g,20,100.0,g,1
"DAIRY, YOGURTS",Natural Yoghurt,4138,5.66,2LTR,1,2.0,LTR,1
"DAIRY, YOGURTS",Natural Yoghurt,4133,1.65,450g,1,450.0,g,1
"DAIRY, YOGURTS",Golden Acre Thick & Creamy Yoghurt,4132,11.0,20 x 125g,20,125.0,g,1
DAIRY,Coconut Milk,4967,2.95,1ltr,1,1.0,ltr,1
BRITISH & EUROPEAN CHEESE,Halloumi,4170,26.1,250g,1,250.0,g,1
BRITISH & EUROPEAN CHEESE,Petit Brie,4216,8.9,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Goats Cheese Log,4233,12.52,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Full Fat Soft Cheese,4235,12.95,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Grated Mozzarella,4195,18.88,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Grated Mature Cheddar,4189,19.05,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Mozzarella Balls,4200,1.62,125g,1,125.0,g,1
BRITISH & EUROPEAN CHEESE,Feta Block,4232,10.24,900g,1,900.0,g,1
BRITISH & EUROPEAN CHEESE,Feta block,4229,3.02,200g,1,200.0,g,1
BRITISH & EUROPEAN CHEESE,Parmesan Vegetarian,4172,16.0,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Camembert,4220,3.85,250G,1,250.0,G,1
BRITISH & EUROPEAN CHEESE,Monterey Cheese Slices Pre Order,4205,11.04,1Kg,1,1.0,Kg,1
BRITISH & EUROPEAN CHEESE,Parmesan Reggiano,4772,24.95,per Kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Mozzarella - Bocconcini (Pre Order Product),4139,15.5,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Mature Cheddar Cheese Block ( Approx 5kg Block),4177,9.36,Per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Stilton Ring Approx 2 kg,4208,16.54,per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Stilton Wedge,4209,3.4,220g,1,220.0,g,1
BRITISH & EUROPEAN CHEESE,Kidderton Ash Goats Cheese,4961,5.7,145g,1,145.0,g,1
BRITISH & EUROPEAN CHEESE,Mozzarella Buratta (Frozen product),5432,2.32,125g,1,125.0,g,1
BRITISH & EUROPEAN CHEESE,Ricotta Cheese (pre order),4140,10.99,1.5kg,1,1.5,kg,1
BRITISH & EUROPEAN CHEESE,Vegan Grated Cheese,4169,7.95,200g,1,200.0,g,1
BRITISH & EUROPEAN CHEESE,Gorgonzola (pre order),4173,17.95,1.5kg,1,1.5,kg,1
BRITISH & EUROPEAN CHEESE,Grana Padano (Wedge),4199,15.64,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Mild White Cheese Slices,4161,11.44,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Smoked Applewood Cheese -,4184,25.14,1.5kg,1,1.5,kg,1
BRITISH & EUROPEAN CHEESE,Emmental Slices,4206,13.95,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Grated Mild White Cheddar,4191,16.5,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,"Thomas Fudge, Assorted Catering Crackers",7881,31.99,1.6kg,1,1.6,kg,1
BRITISH & EUROPEAN CHEESE,Sage Derby - Marble Green,4166,14.25,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Grated Red Leicester,9459,20.94,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Yorkshire Blue ( Box only),4965,25.64,Per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Baron Bigod (Pre Order),4296,29.0,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Grated Parmesan,4198,15.36,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Red Leicester Block,4179,11.95,2.5kg,1,2.5,kg,1
BRITISH & EUROPEAN CHEESE,Cheddar Vintage,4962,43.5,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Colston Bassett Blue Stilton (pre order),4192,21.46,per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Gruyere Gru King (Pre Order),4196,20.08,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Burger Cheese slices,9899,12.5,1.4kg,1,1.4,kg,1
BRITISH & EUROPEAN CHEESE,Lincolnshire Poacher (pre order) approx 2kg,4174,22.32,Per Kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Mascapone Tub,4230,19.01,2kg,1,2.0,kg,1
BRITISH & EUROPEAN CHEESE,Red Leicester Cheese,4137,24.96,12x200g,12,200.0,g,1
BRITISH & EUROPEAN CHEESE,Vegan Applewood (pre order),4364,3.02,200g,1,200.0,g,1
BRITISH & EUROPEAN CHEESE,Lancashire Creamy,9321,14.63,Per kilo,,,,1
BRITISH & EUROPEAN CHEESE,Oak Smoked Cheddar (pre order),4183,13.39,Per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Curd Cheese Soft (pre order),4052,6.82,1kg,1,1.0,kg,1
BRITISH & EUROPEAN CHEESE,Monteray Jack Cheese (pre order),4182,10.11,per kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Pecorino Sardo,9489,24.88,Per Kg,,,kg,1
BRITISH & EUROPEAN CHEESE,Little Black Bomber Truckle,4186,5.18,200g,1,200.0,g,1
BRITISH & EUROPEAN CHEESE,Block Mozzarella (pre order),4131,20.72,2.3kg,1,2.3,kg,2
BRITISH & EUROPEAN CHEESE,Cornish Yarg,4945,25.92,1kg,1,1.0,kg,2
BRITISH & EUROPEAN CHEESE,Mature Cheddar Slices (Pre Order),4326,11.95,1kg,1,1.0,kg,2
BRITISH & EUROPEAN CHEESE,Mild White Cheese Block ( Approx 5kg Block),4175,8.8,Per Kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Peakland White (pre order),8976,15.2,Per kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Rosary Ash Goats Cheese,4297,8.45,275g,1,275.0,g,2
BRITISH & EUROPEAN CHEESE,Taleggio Cheese (Pre order),9867,14.11,per kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Vegan Mozzarella Grated,4575,10.3,200g,1,200.0,g,2
BRITISH & EUROPEAN CHEESE,Wensleydale & Cranberry,4204,13.92,per kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Wooky Hole Cave Aged (Pre Order),8699,19.93,perkg,,,kg,2
BRITISH & EUROPEAN CHEESE,Camembert Mini (Pre order Minimum 12),4276,3.25,145g,1,145.0,g,2
BRITISH & EUROPEAN CHEESE,Edam Ball,19654,7.41,aprox 1.9g,,,,2
BRITISH & EUROPEAN CHEESE,Fontina Cheese,20067,28.87,Per Kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Paneer,8698,10.55,per kg,,,kg,2
BRITISH & EUROPEAN CHEESE,Port Salut (Pre Order),1078,32.53,8x185g,8,185.0,g,2
BRITISH & EUROPEAN CHEESE,Ragstone Stone Goats (pre order),4141,10.83,200g,1,200.0,g,2
BRITISH & EUROPEAN CHEESE,Reblochon,1076,8.73,450g,1,450.0,g,2
BRITISH & EUROPEAN CHEESE,Red Hot Chilli Cheese (pre order),4180,17.42,1.5kg,1,1.5,kg,2
BRITISH & EUROPEAN CHEESE,Sage Derby Tradational (White),4202,14.25,2kg,1,2.0,kg,2
BRITISH & EUROPEAN CHEESE,True Grit Strong Cheddar,4185,4.95,200g,1,200.0,g,2
BRITISH & EUROPEAN CHEESE,Tunworth (Pre Order),4964,9.47,250g,1,250.0,g,2
DELI & CHARCUTERIE,Olives Pitted (Black),4246,12.91,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Sun Dried Tomatoes in Oil,4324,52.84,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Gammon Ham Sliced,7474,6.84,500g,1,500.0,g,1
DELI & CHARCUTERIE,Olives Pitted (Green),4245,12.14,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Gherkins (Large),4244,8.9,2.1kg,1,2.1,kg,1
DELI & CHARCUTERIE,Chorizo Loop,4399,2.78,Each,1,,,1
DELI & CHARCUTERIE,Prosciutto Crudo,4398,10.8,500g,1,500.0,g,1
DELI & CHARCUTERIE,Capers in Brine,4242,8.33,1.650kg,1,1.65,kg,1
DELI & CHARCUTERIE,Capers Lilliput Kilner,4362,8.33,400g,1,400.0,g,1
DELI & CHARCUTERIE,Cocktail Gherkins (Cornichons),4375,6.2,2.3kg,1,2.3,kg,1
DELI & CHARCUTERIE,Pesto - Red,1094,13.35,1.12kg,1,1.12,kg,1
DELI & CHARCUTERIE,Gran Bosco Sliced Chorizo Vela,4197,7.55,500g,1,500.0,g,1
DELI & CHARCUTERIE,Salami pepperoni (Frozen),4340,12.15,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Traditional Pickled Silver Skin Onions 2.25kg,4373,8.33,2.25kg,1,2.25,kg,1
DELI & CHARCUTERIE,Anchovy Fillets in Oil,4265,8.65,365g,1,365.0,g,1
DELI & CHARCUTERIE,Houmous Tub,4897,6.65,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Lemons Preserved (Pickled),7889,2.27,720g NET,,,,1
DELI & CHARCUTERIE,Pickled Sliced Beetroot,4374,6.95,2.25kg,1,2.25,kg,1
DELI & CHARCUTERIE,Stuffed Vine Leaves (Tin),4253,58.65,1.99kg,1,1.99,kg,1
DELI & CHARCUTERIE,Crispy Onions,1106,16.3,2.5kg,1,2.5,kg,1
DELI & CHARCUTERIE,Pancetta Whole,9728,17.82,Per kg,,,kg,1
DELI & CHARCUTERIE,Quail EggsCooked & Peeled,4342,13.94,48s,1,48.0,s,1
DELI & CHARCUTERIE,Dried Mixed Wild Mushrooms Tub,4352,16.95,500g,1,500.0,g,1
DELI & CHARCUTERIE,Salami Pepperoni (Aged ),4341,14.71,1kg,1,1.0,kg,1
DELI & CHARCUTERIE,Black Garlic Clove,4377,11.95,150g,1,150.0,g,1
DELI & CHARCUTERIE,Walnuts Pickled,1978,4.86,390g,1,390.0,g,1
DELI & CHARCUTERIE,Gherkins Sliced,4361,9.95,2.5kg,1,2.5,kg,1
DELI & CHARCUTERIE,Grissini Bread Sticks,4004,14.31,12x125g,12,125.0,g,1
DELI & CHARCUTERIE,Black Garlic Paste,4389,22.95,300g,1,300.0,g,1
DELI & CHARCUTERIE,Truffle Peelings (Tin),4379,22.0,100g,1,100.0,g,1
DELI & CHARCUTERIE,Truffle Salsa,37564,16.49,500g,1,500.0,g,1
